Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,37,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,4300,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,5065,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,3560,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,2701,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,1912,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,17617,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,559,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,698,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,469,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,19960,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,720,CTS/DMDB
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,153,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,145,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,4141,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,9046,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,568,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,194,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,2909,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,1453,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,41079,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,5370,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,11112,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,310,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,4062,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,56374,CTS/MoI
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,3323,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,12339,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,192,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,596,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,504,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,2582,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,520,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,4918,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,11,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,126,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,289,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,309,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,525,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,89,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,27,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,4010,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,5060,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,2939,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,2434,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,1914,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,18715,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,486,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,621,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,377,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,21144,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,696,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,135,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,4354,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,9749,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,547,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,194,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,3050,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,1593,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,41790,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,6343,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,393,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,5016,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,74227,CTS/MoI
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,3882,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,14244,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,320,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,891,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,473,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,2921,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,653,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,5766,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,6,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,147,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,348,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,335,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,138,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,36,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,4565,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,5775,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,3214,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,2719,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,2345,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,662,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,591,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,447,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,22598,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,2850,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,611,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,432,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,547,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,646,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,8766,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,472,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,107,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,573,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,10408,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,13272,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,364,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,794,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,231,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,213,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,535,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,370,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,69,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,278,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,123,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,1,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,272,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,11,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,1700,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,706,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,2322,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,392,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,983,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,233,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,70,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,2235,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,1048,CTS/DMDB
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,687,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,2944,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,529,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,386,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,573,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,687,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,8831,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,562,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,121,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,595,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,10506,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,14013,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,360,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,900,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,240,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,165,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,267,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,409,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,51,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,1,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,260,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,319,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,297,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,13,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,1800,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,739,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,2176,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,338,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,953,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,8848,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,224,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,87,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,2261,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,964,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,49,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,678,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,3029,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,403,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,39,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,483,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,646,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,596,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,8133,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,475,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,2140,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,179,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,593,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,9993,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,14443,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,345,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,975,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,177,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,142,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,264,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,451,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,75,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,4,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,265,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,251,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,3,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,280,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,93,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,7,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,8,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,2505,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,798,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,1987,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,365,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,1013,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,9222,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,89,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,200,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,58,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,3333,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,924,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,40,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,700,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,3217,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,310,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,40,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,353,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,639,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,530,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,8118,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,527,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,2102,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,153,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,613,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,9784,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,13774,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,447,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,922,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,182,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,187,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,206,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,371,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,72,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,2,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,253,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,40,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,129,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,2,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,268,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,49,CTS
